coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,tidInterpreted,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordId,modified
102849,"Katja Seltmann",,"March 2018",,Encyrtidae,,0,"Walker, 1837",,,,,"A handbook of the families of Nearctic Chalcidoidea (Hymenoptera). 2nd Edition Grissell E.E., Schauff M. E. 1997. Ent. Soc. Wash. 87pp.",,urn:uuid:79f0fa18-83ff-4fdb-872d-f6dfc4508c8e,"2018-04-17 07:23:32"
102849,"Katja Seltmann",,"March 2018",,"Encyrtidae gen. sp. OTUENCY007",,1,"Seltmann, 2018",,,,,"Compared with specimens from the same locality",,urn:uuid:726063ef-6337-4d76-af43-d94455b338c8,"2018-04-17 07:23:32"
102850,"Katja Seltmann",,"March 2018",,Encyrtidae,,0,"Walker, 1837",,,,,"A handbook of the families of Nearctic Chalcidoidea (Hymenoptera). 2nd Edition Grissell E.E., Schauff M. E. 1997. Ent. Soc. Wash. 87pp.",,urn:uuid:849a5990-6caa-4385-9600-996c9ae56d9e,"2018-04-17 07:24:16"
102850,"Katja Seltmann",,"March 2018",,"Encyrtidae gen. sp. OTUENCY008",,1,"Seltmann, 2018",,,,,"Compared with specimens from the same locality",,urn:uuid:f9175570-7691-4971-9d31-569c2ee953cc,"2018-04-17 07:24:16"
102857,"Rachel Behm",,2017,,Encyrtidae,,0,"Walker, 1837",,,,,"A handbook of the families of Nearctic Chalcidoidea (Hymenoptera). 2nd Edition Grissell E.E., Schauff M. E. 1997. Ent. Soc. Wash. 87pp.",,urn:uuid:ad8adc10-db9a-40e7-8b77-4cc9abe8de5f,"2018-04-17 07:25:01"
102857,"Katja Seltmann",,"March 2018",,"Encyrtidae gen. sp. OTU1284",,0,"Seltmann, 2018",,,,,"Compared with specimens from the same locality",,urn:uuid:41548c29-54bb-49ac-b42f-520b9760022c,"2018-04-17 07:25:01"
102856,"Katja Seltmann",,2017,,Encyrtidae,,0,"Walker, 1837",,,,,"A handbook of the families of Nearctic Chalcidoidea (Hymenoptera). 2nd Edition Grissell E.E., Schauff M. E. 1997. Ent. Soc. Wash. 87pp.",,urn:uuid:50cd1c90-7da3-4d39-a789-682841fc5fc7,"2018-04-17 07:25:52"
102856,"Katja Seltmann",,"March 2018",,"Encyrtidae gen. sp. OTU730",,0,"Seltmann, 2018",,,,,"Compared with specimens from the same locality",,urn:uuid:0ddaf17b-e028-4b3c-a9f8-75d7ef99b83b,"2018-04-17 07:25:52"
102855,"Katja Seltmann",,2017,,Encyrtidae,,0,"Walker, 1837",,,,,"A handbook of the families of Nearctic Chalcidoidea (Hymenoptera). 2nd Edition Grissell E.E., Schauff M. E. 1997. Ent. Soc. Wash. 87pp.",,urn:uuid:5d6a87c4-f1ec-4c80-8f53-143c0cb43a99,"2018-04-17 07:27:12"
102855,"Katja Seltmann",,"March 2018",,"Encyrtidae gen. sp. OTU730",,0,"Seltmann, 2018",,,,,"Compared with specimens from the same locality",,urn:uuid:c524549e-c423-454e-a791-fb3352adab09,"2018-04-17 07:27:12"
102854,"Katja Seltmann",,2017,,Encyrtidae,,0,"Walker, 1837",,,,,"A handbook of the families of Nearctic Chalcidoidea (Hymenoptera). 2nd Edition Grissell E.E., Schauff M. E. 1997. Ent. Soc. Wash. 87pp.",,urn:uuid:c1c51012-cc8c-477d-8f29-a2265e062388,"2018-04-17 07:27:51"
102854,"Katja Seltmann",,"March 2018",,"Encyrtidae gen. sp. OTU730",,0,"Seltmann, 2018",,,,,"Compared with specimens from the same locality",,urn:uuid:89b4f276-db4a-437a-8540-d873799d6c78,"2018-04-17 07:27:51"
102853,"Katja Seltmann",,2017,,Encyrtidae,,0,"Walker, 1837",,,,,"A handbook of the families of Nearctic Chalcidoidea (Hymenoptera). 2nd Edition Grissell E.E., Schauff M. E. 1997. Ent. Soc. Wash. 87pp.",,urn:uuid:9b384322-c1fe-4ed8-8da8-f80d11aa8075,"2018-04-17 07:28:37"
102853,"Katja Seltmann",,"March 2018",,"Encyrtidae gen. sp. OTU730",,0,"Seltmann, 2018",,,,,"Compared with specimens from the same locality",,urn:uuid:26a372f3-b41e-49af-bf38-c50da90b5b8d,"2018-04-17 07:28:37"
102852,"Katja Seltmann",,"March 2018",,Encyrtidae,,0,"Walker, 1837",,,,,"A handbook of the families of Nearctic Chalcidoidea (Hymenoptera). 2nd Edition Grissell E.E., Schauff M. E. 1997. Ent. Soc. Wash. 87pp.",,urn:uuid:213f1ab7-f64d-4a92-9a8e-e9c95e49fde7,"2018-04-17 07:30:39"
102852,"Katja Seltmann",,"March 2018",,"Encyrtidae gen. sp. OTU730",,0,"Seltmann, 2018",,,,,"Compared with specimens from the same locality",,urn:uuid:e1eca951-ec82-4a0f-a936-47bc32099651,"2018-04-17 07:30:45"
102851,"Katja Seltmann",,2017,,Encyrtidae,,0,"Walker, 1837",,,,,"A handbook of the families of Nearctic Chalcidoidea (Hymenoptera). 2nd Edition Grissell E.E., Schauff M. E. 1997. Ent. Soc. Wash. 87pp.",,urn:uuid:0612e6db-f00d-40e8-bd4d-2287a04e20d0,"2018-04-17 07:31:34"
102851,"Katja Seltmann",,"March 2018",,"Encyrtidae gen. sp. OTUENCY001",,0,"Seltmann, 2018",,,,,"Compared with specimens from the same locality",,urn:uuid:652c4b1f-8bf4-4c7f-9118-87f94cc9faeb,"2018-04-17 07:31:34"
1650,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:8e08de0f-6b3a-4671-9429-1cc08f53f0de,"2018-04-27 09:45:58"
1650,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:d2a82331-ca85-4f11-8ffc-5d61ac2774c5,"2018-04-27 09:45:58"
1656,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:7074b2a5-6418-40be-b198-e43e55f2cc5e,"2018-04-27 09:54:22"
1656,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:03949cc9-7496-414f-bafc-e4a6132d49ca,"2018-04-27 09:54:22"
1669,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:f5de70df-e123-45fa-a14f-6f145dd7dc00,"2018-04-27 09:58:02"
1669,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:96d32844-f09f-470c-8469-4e8ab1a02bf9,"2018-04-27 09:58:02"
1685,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:2b48ba12-d75a-4622-a50c-5c082b275d2a,"2018-04-27 10:04:50"
1685,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:d84f60ab-8337-4fc4-afbd-e8f4d0bc3973,"2018-04-27 10:04:50"
1661,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:577a4d61-bfff-41bd-b1cd-e8a65b3005bc,"2018-04-27 10:08:08"
1661,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:cf75b773-85cb-4003-ab8e-134049cfd980,"2018-04-27 10:08:08"
1659,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:bbe4f47d-1d81-42a5-9b6f-7c7f339b62bc,"2018-04-27 10:09:47"
1659,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:af16860e-adcd-42ec-8086-bd8331763d1b,"2018-04-27 10:09:47"
1643,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:f42b9908-6305-4948-8ddd-acd45d22f82c,"2018-04-27 10:12:36"
1643,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:ff08d636-d792-44c1-b3f9-6c4f18e1291e,"2018-04-27 10:12:36"
1651,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:776b381c-58ba-4e93-98a6-c5c1b5fabca5,"2018-04-27 10:15:14"
1651,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:55535448-926f-4ebd-8ac0-13c035c49b31,"2018-04-27 10:15:14"
1681,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:e0c65488-cd06-420c-9fbe-f9d2e79d3ec5,"2018-04-27 10:15:48"
1681,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:a5fe07da-4b9a-4e3f-8a2c-6585b0018016,"2018-04-27 10:15:48"
1697,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:03278302-8323-496e-a39c-fc9633ea42da,"2018-04-27 10:19:02"
1697,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:2080ed2d-e60e-429d-918b-65932e9fca18,"2018-04-27 10:19:02"
1695,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:47c2f8cb-7471-4471-939a-332370c8edf5,"2018-04-27 10:20:59"
1695,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:c3abda5f-9534-4c46-bc48-37dca6d0ac48,"2018-04-27 10:20:59"
1692,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:9a4ca889-ea8d-4ec7-852e-1586bce2e6b2,"2018-04-27 10:22:51"
1692,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:036e1757-1505-4191-b58d-265a61498d7c,"2018-04-27 10:22:51"
1647,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:8a1e7426-8360-43db-9e39-c2ae03dcbf24,"2018-04-27 10:26:03"
1647,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:70c13ecf-70ab-46e6-ba97-0f24c731f46a,"2018-04-27 10:26:03"
1667,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:fb9b440e-cdb9-4751-977b-1e5716f43597,"2018-04-27 10:27:54"
1667,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:629bc38e-5397-4f65-9da8-9a46d4bba153,"2018-04-27 10:27:54"
1687,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:e6436106-23f3-41a1-9f1c-4a81db844dd8,"2018-04-27 10:29:06"
1687,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:3df14cff-ee70-42e4-9553-5f1a05af1608,"2018-04-27 10:29:06"
1671,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:ecce27a3-e90e-4153-93cf-e523931edb5b,"2018-04-27 10:32:03"
1671,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:00ec4ef5-ac48-46cd-9cce-96dd8bf464ec,"2018-04-27 10:32:03"
1708,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:e2bfdde4-658d-4f36-87d5-0f96dc9c40cd,"2018-04-27 10:35:48"
1708,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:7b11d323-9ba3-4fbe-af99-370499bb50bc,"2018-04-27 10:35:48"
1683,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:d7ee7177-43cc-4451-80d2-ce6e23ca5fd1,"2018-04-27 10:37:22"
1683,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:2122ec9a-800f-4d9c-baca-125a12232bb7,"2018-04-27 10:37:22"
1691,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:b0e24d36-c673-4e84-842b-f77da359ed43,"2018-04-27 10:38:42"
1691,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:ffe5f7e5-947c-4e78-99b3-582219f632b2,"2018-04-27 10:38:42"
1686,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:6e11b75b-0245-4c85-bfe9-54216ce27779,"2018-04-27 10:43:09"
1686,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:402152d9-fe43-437f-ade2-448fead88346,"2018-04-27 10:43:09"
1678,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:b27c9941-3812-4d17-b066-fc6efcef7fff,"2018-04-27 10:44:53"
1678,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:ff5cd869-f4a1-4c5c-b4f1-72873accc2c4,"2018-04-27 10:44:53"
1646,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:86182875-61b5-4eca-a661-12c82af56a0c,"2018-04-27 10:50:52"
1646,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:69756eed-64a6-4af3-a117-5b99ddc18862,"2018-04-27 10:50:52"
1653,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:e80bb409-30e6-4a6d-a0ff-18a647cf51fa,"2018-04-27 11:03:30"
1653,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:1e60f2aa-0efb-47cd-9442-ce48342e7af7,"2018-04-27 11:03:30"
1679,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:085389b1-3f4a-4bdd-bc50-5e4963e55127,"2018-04-27 11:05:20"
1679,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:ba111728-2faa-4438-aab1-7bdf54bfc122,"2018-04-27 11:05:20"
1665,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:cc1e1c59-aefd-4701-a95c-8e43c0a5ab26,"2018-04-27 11:06:54"
1665,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:48659489-b694-4f21-9ca6-3fa518c7bd63,"2018-04-27 11:06:54"
1649,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:eaec4cfd-6690-4356-9225-76b25aad32b6,"2018-04-27 11:09:01"
1649,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:1bbf85c6-0667-4cd2-a55e-633db8ba02a2,"2018-04-27 11:09:01"
1663,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:f103497b-4528-4268-8f48-f1008e7b3baf,"2018-04-27 11:11:26"
1663,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:5d3229ad-5724-44e5-a299-132fd75d37e0,"2018-04-27 11:11:26"
1668,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:0cc445fd-dc93-4cc4-8cb2-f8b0288eedf2,"2018-04-27 11:12:42"
1668,"R. Behm",,2017,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:fb6927ad-c6c7-43a0-94a8-4f2879660598,"2018-04-27 11:12:42"
1677,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:fa89adc5-d549-4ff9-845f-9de370338f73,"2018-04-27 11:14:05"
1677,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:b76c2257-d217-4f53-bdc4-46a6de7bf4ef,"2018-04-27 11:14:05"
1599,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:5e072a76-a76d-4618-977d-d60584666705,"2018-04-27 11:18:43"
1599,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:934eb6a1-bf37-46ff-a8f4-8616aeb96551,"2018-04-27 11:18:43"
1560,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:2fff2b87-0efc-41fc-a02a-6498b83fcd89,"2018-04-27 11:20:02"
1560,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:fb6a2253-58b1-445e-b8d6-f69ff3fde4b2,"2018-04-27 11:20:02"
1598,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:0f6520c0-c55c-43bb-95d7-8c61c5aa2b94,"2018-04-27 11:21:41"
1598,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:967c7e4c-c4ee-4821-bd83-f1c967e1af93,"2018-04-27 11:21:41"
1670,"K. Seltmann",,2018,,Ceresa,,1,"Amyot & Serville, 1843",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:d8980693-216b-45f8-9a70-e5899fcfa99e,"2018-04-27 11:22:57"
1670,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:009de516-eeea-4139-b2bb-b832570d8d72,"2018-04-27 11:22:57"
1626,"K. Seltmann",,2018,,"Ceresa bubalus",,1,"(Fabricius, 1794)",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:f5231813-b891-495b-83b0-142163c5ba12,"2018-04-27 11:26:09"
1626,unknown,,unknown,,"Ceresa bubalus",,0,"(Fabricius, 1794)",,,,,,"Stictocephala bubalus",urn:uuid:675b70fd-d5a9-4ede-b3e7-27e970384003,"2018-04-27 11:26:09"
1609,"K. Seltmann",,2018,,"Ceresa bubalus",,1,"(Fabricius, 1794)",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:d430cd89-eceb-49e8-b1e1-75882de04e28,"2018-04-27 11:29:38"
1609,unknown,,unknown,,"Ceresa bubalus",,0,"(Fabricius, 1794)",,,,,,,urn:uuid:a6ffec1a-5dde-4bb4-b442-a08a208fad85,"2018-04-27 11:29:38"
1675,"K. Seltmann",,2018,,"Ceresa bubalus",,1,"(Fabricius, 1794)",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:26e65ed6-6f0a-4ad9-9a3c-30b8dae4aa33,"2018-04-27 11:42:07"
1675,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:e761cdc6-cb2e-4d3f-b90c-1e3148a3e793,"2018-04-27 11:42:07"
1698,"K. Seltmann",,2018,,"Ceresa bubalus",,1,"(Fabricius, 1794)",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:e034279c-49d3-4121-8c9d-72352c6bd528,"2018-04-27 11:52:04"
1698,unknown,,unknown,,Membracidae,,0,"Rafinesque, 1815",,,,,,,urn:uuid:1514cfa2-5942-4408-b653-d88d449c005a,"2018-04-27 11:52:04"
1684,"K. Seltmann",,2018,,"Ceresa bubalus",,1,"(Fabricius, 1794)",,,,,"Deitz, L. L., and M. S. Wallace (team leaders). 2010 (and updates). Treehoppers: Aetalionidae, Melizoderidae, and Membracidae (Hemiptera). http://treehoppers.insectmuseum.org, visited on Fri April 26 2018",,urn:uuid:8f2c93ad-cc78-438c-9ae2-26ce3d8fc599,"2018-04-27 12:00:23"
