coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,tidInterpreted,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordId,modified
120638,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:ab8d4e1a-77d7-4678-93e8-8c2fe8d0e221,"2019-05-28 17:24:53"
119224,"Katja Seltmann",,2019,,Megaspilidae,,1,,,,,,,,urn:uuid:48daef58-e197-44c2-a00c-3c42939d384b,"2019-05-28 17:24:53"
119224,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:3a21d8c9-2636-413c-8959-d82cf8c8b247,"2019-05-28 17:24:53"
119200,"Katja Seltmann",,2019,,Megaspilidae,,1,,,,,,,,urn:uuid:815f474a-5e47-4d31-bb4d-6157bfa27018,"2019-05-28 17:24:53"
119200,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:fca9ff42-253f-4911-9fa6-57dd95bb01a0,"2019-05-28 17:24:53"
119087,"Katja Seltmann",,2019,,Megaspilidae,,1,,,,,,,,urn:uuid:a91e548a-94e2-4c1f-9d49-6d1d12b29cf5,"2019-05-28 17:24:53"
119087,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:9371f3dc-f338-4a4b-a06e-b4e07bb79e47,"2019-05-28 17:24:53"
119089,"Katja Seltmann",,2019,,Megaspilidae,,1,,,,,,,,urn:uuid:da91d9dc-102a-4456-812e-b2e13cf9eb5d,"2019-05-28 17:24:53"
119089,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:66a01e38-1a1d-491b-8e7a-952a3fb1b601,"2019-05-28 17:24:53"
119113,"Katja Seltmann",,2019,,Megaspilidae,,1,,,,,,,,urn:uuid:ca94ae30-b668-4e41-8d51-ccf930c65e29,"2019-05-28 17:24:53"
119113,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:cc7dec31-1529-4ea1-8655-a3251d024801,"2019-05-28 17:24:53"
119077,"Katja Seltmann",,2019,,Megaspilidae,,1,,,,,,,,urn:uuid:33d5e17c-8ad5-4bed-8c7b-4102e1906cf8,"2019-05-28 17:24:53"
119077,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:f500a0e1-26cc-4152-8f89-a2f957fa8f7c,"2019-05-28 17:24:53"
119265,"Katja Seltmann",,2019,,Megaspilidae,,1,,,,,,,,urn:uuid:08a587d3-223b-4997-9a55-cb4056d76b47,"2019-05-28 17:24:53"
119265,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:0548341b-0fb4-4747-8904-9d65ba37b8a9,"2019-05-28 17:24:53"
119271,"Katja Seltmann",,2019,,Megaspilidae,,1,,,,,,,,urn:uuid:3e9484c4-ea8a-43db-856a-77f0397b44f1,"2019-05-28 17:24:53"
119271,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:0391f78f-144a-4ee3-a5fa-c9c6350d4550,"2019-05-28 17:24:53"
119322,"Katja Seltmann",,2019,,Megaspilidae,,1,,,,,,,,urn:uuid:0e01a400-44f6-45c2-8722-04070b00afd4,"2019-05-28 17:24:53"
119322,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:c4d0198c-8164-44df-89cd-2a7eb212505a,"2019-05-28 17:24:53"
119098,"Katja Seltmann",,2019,,Megaspilidae,,1,,,,,,,,urn:uuid:2785eb76-cd32-418d-9e45-74b3f22f97ae,"2019-05-28 17:24:53"
119098,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:d9b271d6-8a6d-4b8e-84c3-c05111e901b2,"2019-05-28 17:24:53"
120738,"Katja Seltmann",,2019,,Megaspilidae,,1,,,,,,,,urn:uuid:90c2332d-091a-4d10-8d3a-312b4e91f3e2,"2019-05-28 17:24:53"
120738,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:ae427e84-1a34-4b6c-91c5-91541cd2af6f,"2019-05-28 17:24:53"
120534,"Katja Seltmann",,2019,,Megaspilidae,,1,,,,,,,,urn:uuid:2a60cb83-549d-49dd-b921-4872072c60db,"2019-05-28 17:24:53"
120534,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:10d1dd28-27e2-4fbc-bffb-2d1c477db170,"2019-05-28 17:24:53"
120500,"Katja Seltmann",,2019,,Megaspilidae,,1,,,,,,,,urn:uuid:22223a33-f5d2-4d31-9542-7fd275f8dc2a,"2019-05-28 17:24:53"
120500,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:34ca6149-b082-4d39-98f6-b8b22a4e590d,"2019-05-28 17:24:53"
120493,"Katja Seltmann",,2019,,Megaspilidae,,1,,,,,,,,urn:uuid:e38823b1-22d0-4e69-919f-52d629919fc6,"2019-05-28 17:24:53"
120493,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:c5ca3847-41a5-4787-9456-4d469294f730,"2019-05-28 17:24:53"
119994,"Katja Seltmann",,2019,,Megaspilidae,,1,,,,,,,,urn:uuid:4af0b46e-e8c2-4884-85e7-7c9264677155,"2019-05-28 17:24:53"
119994,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:a825d84f-6e39-4257-98d4-8c88ae9808ab,"2019-05-28 17:24:53"
121987,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:e240e9fe-87f0-4740-8f51-0b5295158a1b,"2019-05-28 17:48:01"
121987,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:eab5c32d-332a-4124-8b53-9e24ede2bd5a,"2019-05-28 17:48:01"
121982,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:63f600c9-b8be-4c52-9086-825054ac3e69,"2019-05-28 17:48:01"
121982,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:83f3a5e1-073d-4cf4-993a-07a6b3981dc1,"2019-05-28 17:48:01"
121995,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:7e49b26a-706e-4546-afb0-22986d4db8d8,"2019-05-28 17:48:01"
121995,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:dc7bcdf0-9360-4fe4-b1db-ffa6bd175c0f,"2019-05-28 17:48:01"
122132,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:d82c4b70-6320-4a44-9bba-e9065180a7c6,"2019-05-28 17:48:01"
122132,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:f544101a-2215-4cf5-84c4-b2aa7240f475,"2019-05-28 17:48:01"
120575,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:3c269f58-ab17-4291-918f-89e1e50c040e,"2019-05-28 17:48:01"
120575,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:e24e032c-016a-4469-8d8c-d88545667eba,"2019-05-28 17:48:01"
120569,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:690b7c17-b429-4411-a481-73f4ee53bf70,"2019-05-28 17:48:01"
120569,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:60c5d01f-3f74-4879-87fb-8424bee40937,"2019-05-28 17:48:01"
120568,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:d65008f4-a206-4090-9603-381dd15cd31d,"2019-05-28 17:48:01"
120568,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:536a5c4c-865e-41b4-9010-6a774fe8e3ee,"2019-05-28 17:48:01"
120556,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:1f82f1f4-1f15-4be4-a0e9-5dd9f0939d88,"2019-05-28 17:48:01"
120556,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:febdc5e2-ea7c-49fe-acd6-dc68e88313b9,"2019-05-28 17:48:01"
120637,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:fae820bd-6deb-4679-9e9e-23bc9f3b94f3,"2019-05-28 17:48:01"
120637,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:3b5e6d56-5786-4fd6-a92f-2cd646b70573,"2019-05-28 17:48:01"
119221,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:3de9dd5e-bfdb-4b96-8895-cb136ebb7d01,"2019-05-28 17:48:01"
119221,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:765c31d9-ce29-4f87-bfea-7109920d1ac6,"2019-05-28 17:48:01"
119214,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:589a7ba0-0bc5-488c-b058-3137eff67b75,"2019-05-28 17:48:01"
119214,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:06e9b265-3582-4637-bd52-5cacf5a48f7a,"2019-05-28 17:48:01"
118907,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:2a9ab345-dc82-47ad-b359-2fe3ff62332f,"2019-05-28 17:48:01"
118907,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:dadefb42-7a63-43a3-83e9-5eaa39dde038,"2019-05-28 17:48:01"
118908,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:0678121c-f4e7-42fa-9cab-04b343ae6ea3,"2019-05-28 17:48:01"
118908,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:a2da825a-77b1-400b-ad41-c60573effcef,"2019-05-28 17:48:01"
118898,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:e1c7fc02-05a3-4c07-9aeb-47cd37f0bd90,"2019-05-28 17:48:01"
118898,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:191f4928-bfec-4dcc-8db8-2bfdd3accf05,"2019-05-28 17:48:01"
118897,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:4d81a013-0490-4668-9ba6-320aff228898,"2019-05-28 17:48:01"
118897,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:6e05f905-f8c1-425b-9d8c-85b4ec0a2781,"2019-05-28 17:48:01"
118890,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:e56e4a5a-ad0b-4c8a-9871-dd6dfcbf736f,"2019-05-28 17:48:01"
118890,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:1b5c987e-4265-4910-b550-3aeef80a524e,"2019-05-28 17:48:01"
119282,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:6d85ac8e-f055-4c6c-8567-102e5372c77c,"2019-05-28 17:48:01"
119282,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:d41d32c4-110f-4947-9093-fc4207a511a7,"2019-05-28 17:48:01"
119275,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:2d8c8720-355a-4673-8fb5-982eb1857b05,"2019-05-28 17:48:01"
119275,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:8db4d0b3-7076-4dda-912c-4a470f125acc,"2019-05-28 17:48:01"
119264,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:2a08117a-4363-40aa-84dd-79431bb2ed6a,"2019-05-28 17:48:01"
119264,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:7574333f-1d94-4805-ae88-425245aaa947,"2019-05-28 17:48:01"
119269,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:2ce92230-fbb6-4657-8d4b-f585ddf5f4e9,"2019-05-28 17:48:01"
119269,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:5d5650d3-7b64-47f6-89a6-fb374d9df3b7,"2019-05-28 17:48:01"
119067,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:7d232e01-3cb3-473e-9f71-257cf5da87a9,"2019-05-28 17:48:01"
119067,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:0d8c9565-53b8-479c-990c-8c974114a764,"2019-05-28 17:48:01"
120693,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:562f227d-669a-43f2-9b8b-1aef91beda69,"2019-05-28 17:48:01"
120693,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:37f33711-09ae-42a6-b5d2-52167bf5f93b,"2019-05-28 17:48:01"
119127,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:6f7f584d-689b-451d-a9ed-99154c8d77a3,"2019-05-28 17:48:01"
119127,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:9604e1b1-4db6-487c-8a47-d715eeeb45e4,"2019-05-28 17:48:01"
119126,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:10e2d570-1dce-457c-97fd-59dab9a339b1,"2019-05-28 17:48:01"
119126,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:ffd26e97-f393-49a5-9a7f-d5ab677a7dd6,"2019-05-28 17:48:01"
119143,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:081f285d-a373-49c1-ae7d-ea8c5b5febf1,"2019-05-28 17:48:01"
119143,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:ace3df62-8c7f-45d0-b621-816e160fb597,"2019-05-28 17:48:01"
119063,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:e68c22bf-8549-499e-9b88-f98e6b331ca4,"2019-05-28 17:48:01"
119063,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:7d6b13f2-afa6-43f6-b3a9-f25f72309c36,"2019-05-28 17:48:01"
119069,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:735c206b-dd54-4a55-87e6-0cbfd360722e,"2019-05-28 17:48:01"
119069,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:f7d20b89-5be7-4c4c-b9bd-de73d765afce,"2019-05-28 17:48:01"
119097,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:1bf6cbe6-ac25-4a84-a5be-fdfb5038d88d,"2019-05-28 17:48:01"
119097,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:be1cb8c3-3f2c-4734-954d-b13cf2f3b8fd,"2019-05-28 17:48:01"
119145,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:b6393bd2-181e-4ccb-8313-f37c319683a5,"2019-05-28 17:48:01"
119145,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:be18c904-ef91-4d86-9cb9-e14f27294fa6,"2019-05-28 17:48:01"
120813,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:22b07e26-79f3-4acf-aabd-e987c3a5f481,"2019-05-28 17:48:01"
120813,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:084db49b-8658-4b47-b815-a0ff81bc1403,"2019-05-28 17:48:01"
121025,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:b15959b3-e610-4203-8438-83ff0e2bffad,"2019-05-28 17:48:01"
121025,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:c26efe37-e4af-413b-8e78-e0ba0fcf6329,"2019-05-28 17:48:01"
120018,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:a1f76040-873f-4d0e-b972-0e83c2a2431e,"2019-05-28 17:48:01"
120018,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:40e85968-47ec-4872-bcb3-cfbe5bb00643,"2019-05-28 17:48:01"
120459,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:1d937cd5-ea0d-472d-8226-5275cefa20a6,"2019-05-28 17:48:01"
120459,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:52ca6998-02d1-4437-9d34-a45f0ecb812e,"2019-05-28 17:48:01"
120488,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:16673020-045b-4e66-98a0-bac60e32f7ef,"2019-05-28 17:48:01"
120488,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:a8e25506-9ee4-446f-ae9f-1290cd03311a,"2019-05-28 17:48:01"
121191,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:96cac403-d43e-482e-9bc5-e251a7a2ae5e,"2019-05-28 17:48:01"
121191,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:80d8e87d-9fb1-49a9-b007-4f6ab73ad6a5,"2019-05-28 17:48:01"
120028,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:bd11fe25-91d1-4efa-bbac-70ba42919a4d,"2019-05-28 17:48:01"
120028,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:9159bc8f-4267-4265-a226-6fce50048699,"2019-05-28 17:48:01"
120004,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:0e218aae-4b15-405d-a58a-4714c24fe4d0,"2019-05-28 17:48:01"
120004,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:b1d88551-898b-48e8-92a7-4a20d09d6113,"2019-05-28 17:48:01"
119995,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:2a31237e-8650-4ee6-a788-d0b9ff0621fe,"2019-05-28 17:48:01"
119995,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:a0cc1649-c2a7-4ce7-94a0-4da8ec6b3dd0,"2019-05-28 17:48:01"
119992,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:1797acbc-2d35-4bfe-8bf5-f4977e8f9112,"2019-05-28 17:48:01"
119992,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:f1e01463-af10-4b8c-8cb0-9f5671e32f09,"2019-05-28 17:48:01"
119993,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:36c4bcfe-00ee-411f-8de8-0cb2989e3454,"2019-05-28 17:48:01"
119993,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:68efbd3d-c198-48b8-8022-dc67efbbf852,"2019-05-28 17:48:01"
120013,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:2dbabb6a-4696-447b-b379-14a210e41b53,"2019-05-28 17:48:01"
120013,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:d57d2d32-b447-4cfe-bdad-afde2276f170,"2019-05-28 17:48:01"
119988,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:137b9c2c-68d3-4df4-9838-fec2c8b2b98d,"2019-05-28 17:48:01"
119988,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:86a302e8-9c6d-4552-bb32-2799d56bea44,"2019-05-28 17:48:01"
119987,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:0d3669db-601a-4a32-88e1-edeb88bcdbd6,"2019-05-28 17:48:01"
119987,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:fa01fe0a-a7cb-4492-b0bb-30844968ab37,"2019-05-28 17:48:01"
119986,"Katja Seltmann",,2019,,Ichneumonidae,,1,,,,,,,,urn:uuid:a65df506-f97e-4ec5-a3e6-9982e55bdada,"2019-05-28 17:48:01"
119986,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:9e29d838-1aaa-488c-a358-5b5ab985e04d,"2019-05-28 17:48:01"
119985,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:873ede4b-4d24-4ff8-b1af-fc2e650009d5,"2019-05-28 17:48:01"
119985,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:6a71f9b6-fe48-4351-baf9-c6de6f67e654,"2019-05-28 17:48:01"
119983,"Katja Seltmann",,2019,,Ichneumonidae,,0,,,,,,,,urn:uuid:2b081a4a-5041-4989-96c6-a613b05e8d9a,"2019-05-28 17:48:01"
119983,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:151d95a6-a224-48ed-9813-5aa3941a6c18,"2019-05-28 17:48:02"
120614,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:33ebd884-b300-4cf8-95bc-e39e8fdb0abf,"2019-06-03 11:13:23"
120614,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:5511aab5-5233-47e6-9b72-022503b2cb41,"2019-06-03 11:13:23"
120574,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:5e9b013c-c0ab-4f5b-94cb-123946c9707a,"2019-06-03 11:13:23"
120574,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:bb31a140-4f1e-42f9-b118-2ed3351b50fa,"2019-06-03 11:13:23"
120585,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:2c648426-c7c6-469a-8ef9-8533c3d79fdb,"2019-06-03 11:13:23"
120585,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:30c32eb4-047b-4e7d-8891-52707307ba11,"2019-06-03 11:13:23"
120584,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:e50f9bca-4717-40f4-ab6b-5f9553549f71,"2019-06-03 11:13:23"
120584,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:c09891bc-0bf0-41ed-bb8f-98b0a5788cb9,"2019-06-03 11:13:23"
120577,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:e1f5eaf1-a16d-43ca-befb-20b57484ac85,"2019-06-03 11:13:23"
120577,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:6ae3d9e1-1f45-4fe6-8e5f-8e33496310c9,"2019-06-03 11:13:23"
120607,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:943a649e-7f9b-4f15-816e-0c406bf0e9e1,"2019-06-03 11:13:24"
120607,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:72f05f4f-8dc7-4cb3-8e6a-0a8818cfee14,"2019-06-03 11:13:24"
120583,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:44840f61-0e49-47c7-b505-ab96306c6e2d,"2019-06-03 11:13:24"
120583,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:226cf664-df66-4bc4-a572-47da07a0076b,"2019-06-03 11:13:24"
120606,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:9b3f0d7a-9dee-4727-a9a3-b83c66f22a2e,"2019-06-03 11:13:24"
120606,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:108b8bde-c0cd-4896-be19-8759e413e8c7,"2019-06-03 11:13:24"
120600,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:ed830428-3e3c-4d8c-bf41-c2c9b5cb2817,"2019-06-03 11:13:24"
120600,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:b021ebd6-d759-4b1c-8ec9-f3b6a5bdc304,"2019-06-03 11:13:24"
120562,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:43275952-7eb8-4817-9364-c85e46feafe7,"2019-06-03 11:13:24"
120562,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:9b2c17b3-4b97-4264-b5fb-4521ce33902e,"2019-06-03 11:13:24"
120559,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:1db04abd-1f68-479c-bd04-3741cf055beb,"2019-06-03 11:13:24"
120559,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:a8e432b9-a77f-4843-998d-7ce6f922d5f8,"2019-06-03 11:13:24"
121331,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:c955653e-af13-470f-aea4-15d9ab35be7f,"2019-06-03 11:13:24"
121331,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:0163940b-c275-4780-ada6-812ae6beee26,"2019-06-03 11:13:24"
120555,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:8c0a5f9d-ceea-4c6e-89c7-a83336436c50,"2019-06-03 11:13:24"
120555,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:3a4ebd12-e105-4eec-aac6-a2956cad24ad,"2019-06-03 11:13:24"
120557,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:aaf9d1b2-167d-4f7b-9a28-bf0dd65c8891,"2019-06-03 11:13:24"
120557,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:9858f439-97ee-4c00-8141-aae842dcd884,"2019-06-03 11:13:24"
119199,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:2554beb7-0eac-45ae-a7c8-6d65cc4f7892,"2019-06-03 11:13:24"
119199,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:26d6e0e9-0a86-43e1-9ba3-7c03e9be16e5,"2019-06-03 11:13:24"
119204,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:f0d4d7ec-e278-4f30-94f9-4751bd7414ea,"2019-06-03 11:13:24"
119204,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:a662d011-8151-4a07-9cae-21809434fb84,"2019-06-03 11:13:24"
119218,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:eb514568-51b0-4ac0-83eb-f01982ce48f1,"2019-06-03 11:13:24"
119218,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:02100cdd-d19b-40ef-99da-62c5fd64f597,"2019-06-03 11:13:24"
119222,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:36867d52-8739-4474-98b1-0e44d55a89d0,"2019-06-03 11:13:24"
119222,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:c1a89778-fff1-487d-a73e-8703a8f8049b,"2019-06-03 11:13:24"
119236,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:7cc7a06a-5988-403e-9c5e-c11b836e2aa2,"2019-06-03 11:13:24"
119236,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:a7a2a9c9-6c4e-4a65-90f2-6f0d7c7e1c61,"2019-06-03 11:13:24"
119232,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:fb9239b0-0fe8-4d03-9fda-571c993cad2a,"2019-06-03 11:13:24"
119232,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:8b0de5de-5c0e-49de-b6ea-d4df2d350c0f,"2019-06-03 11:13:24"
119246,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:c8d8f645-1e7f-4e94-a1a4-1c88001dfd84,"2019-06-03 11:13:24"
119246,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:724516be-90a2-4afe-b451-b933a59ae502,"2019-06-03 11:13:24"
120620,"Katja Seltmann",,2019,,Aphidiinae,,1,,,,,,,,urn:uuid:a10c1cd4-929b-4e36-ad0d-b94455c5f26e,"2019-06-03 11:13:24"
120620,unknown,,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:c08812f8-3ad5-4dfa-8e20-d82240342ff6,"2019-06-03 11:13:24"
